"var_in","method","unit_in","var_out","notes"
"Dbh_2004","","cm","d.bh",""
"tree_ht","","m","h.t",""
"Fork_ht","","m","h.c",""
"crown_depth","","m","c.d",""
"cr_width","","m","d.cr",""
"crown_sil_area","a","m2","a.cp",""
