"reference"
"Osunkoya, Olusegun O., Kharunnisa Omar-Ali, Norratna Amit, Juita Dayan, Dayanawati S. Daud, and Tan K. Sheng. “Comparative Height Crown Allometry and Mechanical Design in 22 Tree Species of Kuala Belalong Rainforest, Brunei, Borneo.” American Journal of Botany 94, no. 12 (December 1, 2007): 1951–1962. doi:10.3732/ajb.94.12.1951."
