"reference"
"Wang, Feng, Mengzhen Kang, Qi Lu, Véronique Letort, Hui Han, Yan Guo, Philippe De Reffye, and Baoguo Li. “A Stochastic Model of Tree Architecture and Biomass Partitioning: Application to Mongolian Scots Pines.” Annals of Botany 107, no. 5 (April 1, 2011): 781–792. doi:10.1093/aob/mcq218."
