"reference"
"Selaya, N. Galia, Roelof J. Oomen, Jordie J. C. Netten, Marinus J. A. Werger, and Niels P. R. Anten. “Biomass Allocation and Leaf Life Span in Relation to Light Interception by Tropical Forest Plants During the First Years of Secondary Succession.” Journal of Ecology 96, no. 6 (2008): 1211–1221. doi:10.1111/j.1365-2745.2008.01441.x."
