,,,yr,m2,cm2 (5),m2,m,,g,g,g,g/m2,,,,,,mol/m2 (3) ,,-4,,,,,,,,
Species,Code,family,Age,a.lf,lf.sz,a.st,h.t,h.c,m.lf,m.st,m.br.2.,lf.ma.1.,d.st,n.lf,pft,growth.conditions,status,light,Dawkins,Climbing,group..7.,lat,long,vegetation,lai,map,mat,reference
Rinereocarpus uleii,125,125,0.5,0.0561,67.3,2.12E-05,0.3,0.27,2.033,1.367,0.191,36.25402733,0.214560954,78.32201511,EA,unmanaged,,8.304511623,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,146,146,0.5,0.1408,67.3,4.42E-05,0.45,0.25,5.7,7.197,3.657,40.49320054,0.362015012,85.8190232,EA,unmanaged,,10.6937182,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,157,157,0.5,0.5077,67.3,8.17E-05,1.36,1.26,24.8893,28.814,5.903,49.02311792,0.330780389,87.34833108,EA,unmanaged,,17.60333623,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,196,196,0.5,0.2805,67.3,2.55E-05,1.15,0.95,14.2962,18.8327,1.807,50.95895274,0.69688044,101.9586595,EA,unmanaged,,20.12517175,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,204,204,0.5,0.4287,67.3,4.90E-05,1.2,1.07,16.1343,17.097,5.519,37.63323576,0.341393856,79.6065695,EA,unmanaged,,17.93320238,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,606,606,0.5,0.3608,67.3,3.42E-05,1,1,16.2618,17.918,3.409,45.06640835,0.52373522,83.88926698,EA,unmanaged,,19.80968922,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,3,3,0.5,0.0988,55,1.32E-05,0.36,0.32,6.309,4.646,,63.84324149,0.977505275,90.83621324,EA,unmanaged,,16.69566317,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,22,22,0.5,0.2693,55,9.50E-05,0.86,0.72,23.1229,19.694,4.12,85.84751857,0.240968476,109.0564052,EA,unmanaged,,17.33738145,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,44,44,0.5,0.4846,55,8.49E-05,1.07,0.73,41.535,29.792,15.365,85.70246945,0.346844767,121.2601471,EA,unmanaged,,17.38932741,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,47,47,0.5,0.0071,55,2.84E-06,0.15,0.11,0.478,0.205,,67.65365591,0.482020511,,EA,unmanaged,,12.54452344,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,81,81,0.5,0.8748,55,0.000156145,1.37,1.27,60.5443,54.221,24.286,69.20647239,0.32578691,95.82698536,EA,unmanaged,,12.93347326,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,115,115,0.5,0.162,55,1.39E-05,0.81,0.72,11.808,6.639,0.921,72.87260105,0.591601393,114.5715777,EA,unmanaged,,12.46406055,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,129,129,0.5,0.0254,55,2.38E-05,0.4,0.37,1.613,1.121,,63.58595815,0.117958804,84.37850191,EA,unmanaged,,11.78837798,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,131,131,0.5,0.0492,55,1.81E-05,0.26,0.22,3.3458,0.881,1.136,67.93689626,0.187253612,88.33567773,EA,unmanaged,,10.23038055,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,132,132,0.5,0.1764,55,1.52E-05,0.71,,12.1402,9.526,2.364,68.81637479,0.882382719,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,142,142,0.5,0.0412,55,1.26E-05,0.25,0.22,2.496,1.107,0.129,60.64414825,0.352369044,81.58494311,EA,unmanaged,,13.55926601,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,156,55,0.5,0.0986,55,1.02E-05,0.55,,7.038,4.668,,71.37353716,0.67,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,163,163,0.5,0.1531,55,2.64E-05,0.9,0.83,13.7539,8.984,1.789,89.81708244,0.377816887,116.2693139,EA,unmanaged,,15.68150082,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,608,608,0.5,0.1506,55,1.73E-05,0.75,,9.4506,5.312,0.607,62.760599,0.408235911,80.34103793,EA,unmanaged,,20.98092078,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,611,611,0.5,0.0251,55,1.73E-05,0.25,,1.567,0.707,0.225,62.3813416,0.163002328,87.91108637,EA,unmanaged,,11.9714721,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,612,612,0.5,0.0387,55,9.62E-06,0.5,,2.111,1.275,,54.48084684,0.265041701,78.34503402,EA,unmanaged,,13.61091539,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,613,613,0.5,0.4902,55,1.96E-05,0.75,,32.4399,20.705,3.777,66.17043221,0.45,91.65986683,EA,unmanaged,,10.22398009,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,614,614,0.5,0.1493,55,2.83E-05,1,,11.8317,10.485,3.492,79.27000009,0.370831017,100.2751119,EA,unmanaged,,14.0763395,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,12,12,0.5,0.0302,45.762,5.31E-06,0.16,0.09,1.55,0.394,,51.34773663,0.463809524,69.15122634,EA,unmanaged,,6.446457945,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,18,18,0.5,0.0158,45.762,3.14E-06,0.13,0.1,0.848,0.204,,53.52321173,0.499501668,71.53215546,EA,unmanaged,,12.00416074,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,53,53,0.5,0.0513,45.762,1.13E-05,0.32,0.29,3.18,1.344,,62.00058341,0.370332832,76.60433076,EA,unmanaged,,13.58591318,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,55,55,0.5,0.0107,45.762,3.14E-06,0.14,0.1,0.69,0.159,,64.20871917,0.361509085,93.01091605,EA,unmanaged,,9.934418545,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,68,68,0.5,0.0583,45.762,9.62E-06,0.34,0.29,3.358,2.237,,57.60127607,0.683850387,65.16711037,EA,unmanaged,,8.210621736,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,133,133,0.5,0.0895,45.762,1.95E-05,0.42,0.34,5.1426,2.322,0.785,57.48605211,0.283833961,58.50621098,EA,unmanaged,,8.298304201,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,164,164,0.5,0.0385,45.762,1.26E-05,0.27,0.22,2.561,1.184,,66.59305631,0.348961949,79.01833579,EA,unmanaged,,8.843997586,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,166,166,0.5,0.0369,45.762,7.55E-06,0.2,0.15,1.739,0.487,0.1,47.10707226,0.322615847,64.71557582,EA,unmanaged,,9.368182692,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,168,168,0.5,0.0862,45.762,6.16E-06,0.42,0.37,5.24,1.924,0.664,60.76589465,0.743960424,90.23051465,EA,unmanaged,,8.082489976,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,187,187,0.5,0.0128,45.762,2.27E-06,0.14,0.13,0.733,0.299,,57.15388005,0.65,75.82483193,EA,unmanaged,,7.821412699,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,188,188,0.5,0.0073,45.762,4.52E-06,0.1,0.09,0.507,0.168,0.1,69.13774459,0.371361534,79.33492762,EA,unmanaged,,7.821412699,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,189,189,0.5,0.0051,45.762,2.54E-06,0.08,0.04,0.273,0.087,,53.38790245,0.427360495,55.50564871,EA,unmanaged,,11.51675797,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,215,215,0.5,0.0189,45.762,4.91E-06,0.19,0.14,1.07,0.254,,56.72754827,0.272339237,71.71871352,EA,unmanaged,,9.934418545,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,6,6,0.5,0.957,59.922,9.68E-05,1.2,1.03,102.7581,71.396,,107.37541,0.593248403,154.1895516,EA,unmanaged,,14.73272731,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,17,17,0.5,0.3725,59.922,0.000141026,1.12,0.95,49.8223,56.917,6.202,133.7396306,0.365776279,147.8126846,EA,unmanaged,,24.86473109,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,19,19,0.5,0.2105,59.922,2.55E-05,0.7,0.58,19.4536,10.309,1.716,92.39558059,0.577136986,116.1239286,EA,unmanaged,,18.11526106,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,56,56,0.5,0.3016,59.922,3.63E-05,1.55,1.45,27.6727,22.102,5.018,91.75560132,0.561943612,,EA,unmanaged,,15.22526385,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,73,73,0.5,0.5674,59.922,2.83E-05,0.87,0.74,48.2051,26.041,5.828,84.96261273,0.584909661,103.0862956,EA,unmanaged,,15.76262727,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,75,75,0.5,0.1349,59.922,1.45E-05,0.53,0.29,12.975,8.897,,96.20339873,0.56,161.8921156,EA,unmanaged,,13.73869891,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,87,87,0.5,0.2374,59.922,4.66E-05,0.96,0.76,18.8225,13.909,5.565,79.29048433,0.27076115,152.8588457,EA,unmanaged,,20.24325792,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,89,89,0.5,0.1741,59.922,2.46E-05,1.15,1.07,16.063,10.785,2.136,92.2702691,0.437879097,169.6790915,EA,unmanaged,,16.84797545,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,90,90,0.5,0.3418,59.922,3.32E-05,0.7,0.65,29.2904,7.997,10.961,85.69189152,0.344280529,164.3916658,EA,unmanaged,,12.08288984,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,91,91,0.5,0.2134,59.922,6.08E-05,0.72,0.6,21.3387,9.517,3.188,99.979624,0.217326331,97.90560696,EA,unmanaged,,16.76423802,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,96,96,0.5,0.3667,59.922,2.83E-05,1.15,1.05,23.4661,14.579,2.9365,63.98517628,0.515626648,109.1566189,EA,unmanaged,,17.8537008,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,102,102,0.5,0.6531,59.922,6.94E-05,0.82,0.72,53.8034,64.451,5.239,82.3759376,0.56,150.0107296,EA,unmanaged,,12.75131645,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,118,118,0.5,0.1472,59.922,3.53E-05,0.68,0.57,14.723,14.424,,100.0155087,0.601640847,132.5183865,EA,unmanaged,,18.73599871,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,152,152,0.5,0.2516,59.922,1.96E-05,1.5,1.41,30.9994,12.57,3.374,123.1929807,0.534098524,174.5377621,EA,unmanaged,,17.63787948,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,182,182,0.5,0.4525,59.922,3.96E-05,1.39,1.23,39.9047,21.929,10.805,88.19112245,0.376591978,189.1733488,EA,unmanaged,,23.45468672,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,194,194,0.5,1.2448,59.922,8.49E-05,1.48,,105.3914,48.092,32.061,84.66359676,0.559549697,,EA,unmanaged,,,,.,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,206,206,0.5,0.2111,59.922,2.38E-05,0.77,0.61,21.5641,14.3378,3.461,102.147172,0.54,150.1230644,EA,unmanaged,,15.51985625,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,207,207,0.5,0.0809,59.922,2.55E-05,0.9,0.75,5.481,8.378,1.744,67.73645647,0.364802876,133.2385725,EA,unmanaged,,16.59170695,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,209,209,0.5,0.1141,59.922,1.89E-05,0.75,0.7,10.0348,6.478,1.288,87.96201854,0.458033918,154.4330367,EA,unmanaged,,8.790122085,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,602,602,0.5,0.1296,59.922,2.46E-05,0.75,0.75,11.758,9.285,1.226,90.73743898,0.502637295,156.6271606,EA,unmanaged,,12.31666083,,1,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,16,16,0.5,0.1183,48.2863,1.19E-05,0.74,0.67,7.641,5.183,,64.59654673,0.586314175,92.05357787,EA,unmanaged,,19.33422696,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,20,20,0.5,0.0634,48.2863,9.08E-06,0.71,,4.098,4.004,,64.60529567,0.621137865,,EA,unmanaged,,,,.,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,29,29,0.5,0.4922,48.2863,0.00012469,0.86,0.65,41.7416,34.975,5.806,84.80719946,0.326158199,118.3956173,EA,unmanaged,,21.3071141,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,32,32,0.5,0.6654,48.2863,6.65E-05,1.26,1.09,50.9356,43.987,10.281,76.54539729,0.623818179,116.1008371,EA,unmanaged,,15.61754117,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,37,37,0.5,0.5067,48.2863,6.22E-05,0.83,0.74,41.3,27.881,9.848,81.50123534,0.529945971,,EA,unmanaged,,22.96789936,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,45,45,0.5,0.2516,48.2863,3.32E-05,0.72,0.63,19.6624,11.329,2.966,78.14722463,0.474179185,98.08960245,EA,unmanaged,,17.71807291,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,57,57,0.5,0.2775,48.2863,6.22E-05,1.28,1.19,25.5147,35.259,,91.95457096,0.547423885,105.9372505,EA,unmanaged,,22.5934272,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,67,67,0.5,0.1338,48.2863,2.73E-05,0.68,0.61,13.1969,11.996,,98.66157499,0.64525836,130.1310101,EA,unmanaged,,18.02286518,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,136,136,0.5,0.312,48.2863,8.66E-05,1.2,0.96,26.9579,35.303,8.195,86.3943576,0.399121621,131.6793472,EA,unmanaged,,25.57716812,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,151,151,0.5,0.0691,48.2863,2.46E-05,0.86,0.72,5.742,6.851,,83.04655715,0.323436911,125.6250785,EA,unmanaged,,24.34925398,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,165,165,0.5,0.2541,48.2863,6.65E-05,1.1,1.05,23.3852,19.2,3.368,92.01456631,0.28273319,111.7388559,EA,unmanaged,,20.94325566,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,186,186,0.5,0.1693,48.2863,2.12E-05,0.74,0.62,14.338,8.028,2.527,84.71123556,0.510833153,92.39178364,EA,unmanaged,,19.01980247,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,205,205,0.5,0.2503,48.2863,4.54E-05,1.05,0.75,20.537,19.506,3.815,82.04949443,0.41750618,111.7625643,EA,unmanaged,,20.76111942,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,607,606,0.5,0.1445,48.2863,3.42E-05,0.75,1.25,9.77,5.134,3.39,67.59637752,0.200086067,98.660501,EA,unmanaged,,25.90764805,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,609,607,0.5,0.309,48.2863,5.03E-05,1.25,0.75,24.9501,34.689,7.075,80.75322263,0.677721536,74.62869514,EA,unmanaged,,22.93724996,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,606,609,0.5,1.1369,78.2491,5.94E-05,1.25,1.25,94.9322,45.362,30.176,83.5036399,0.731948726,89.05462246,EA,unmanaged,,16.51322782,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,1,1,0.5,0.0448,78.2491,2.46E-05,0.45,0.38,2.555,1.748,,57.01195019,0.157711361,57.50455527,EA,unmanaged,,16.07289245,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,59,59,0.5,0.0353,78.2491,8.04E-06,0.23,0.14,1.484,0.749,,42.04064432,0.404915259,63.85163514,EA,unmanaged,,9.411727206,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,61,61,0.5,0.0245,78.2491,7.07E-06,0.18,0.18,1.182,0.535,,48.33995438,0.42048343,,EA,unmanaged,,0,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,106,106,0.5,0.3962,78.2491,7.24E-05,1.3,1.18,33.2583,29.003,13.827,83.95098347,0.395953183,80.60898691,EA,unmanaged,,20.8890059,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,109,109,0.5,0.1459,78.2491,2.12E-05,0.72,0.66,8.4324,4.15,1.894,57.78827299,0.271405742,56.04393324,EA,unmanaged,,13.13458739,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,110,110,0.5,0.0511,78.2491,1.32E-05,0.38,0.28,2.9884,1.317,1.969,58.44564943,0.262509233,,EA,unmanaged,,12.28498293,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,123,123,0.5,0.3785,78.2491,5.15E-05,0.9,0.6,26.9457,16.562,2.137,71.18346035,0.357116858,73.00180306,EA,unmanaged,,12.92466573,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,124,124,0.5,0.3419,78.2491,2.38E-05,0.37,0.31,17.2065,7.891,4.544,50.32504023,0.897666585,62.68239161,EA,unmanaged,,8.192025782,,0,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
