"var_in","method","unit_in","var_out","notes"
"DBH","","cm","d.bh",""
"Leaf.weight","m0","kg","m.lf",""
"Wood.Weight","m0","kg","m.so",""
"TOT","m0","kg","m.st",""
"Leaf.area","s","m2","a.lf",""
