reference
"Domec, Jean-Christophe, Barbara Lachenbruch, Michele Pruyn, and Rachel Spicer. Effects of Age-related Increases in Sapwood Area, Leaf Area, and Xylem Conductivity on Height-related Hydraulic Costs in Two Contrasting Coniferous Species. Annals of Forest Science 69, no. 1 (2012): 17-27. doi:10.1007/s13595-011-0154-3."
