"reference"
"Martin, J. G., B. D. Kloeppel, T. L. Schaefer, D. L. Kimbler, and S. G. McNulty. “Aboveground Biomass and Nitrogen Allocation of Ten Deciduous Southern Appalachian Tree Species.” Canadian Journal of Forest Research 28 (1998): 1648–1658."
