dataset,location,latitude,longitude,vegetation,map,mat,grouping,species,family,pft,a.cp,h.t,h.c,d.ba,d.bh,c.d,m.lf,m.st,m.so,m.br,growingCondition
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Banara guianensis,,,5.607742791,7.1,4.4,4.9,4.15,2.7,0.389636343,4.220115275,4.609751618,0.968528122,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,1.130973336,6.4,5.1,5.4,4.1,1.3,0.08627751,1.254802608,1.341080118,0.1053558,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Lacistema aggregatum,,,3.29867223,6.9,1.9,6,4.9,5,0.511649862,5.209857282,5.721507143,0.91662663,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Trichospermum galeottii,,,1.41371667,5.7,5.5,5.25,3.65,0.2,0.02915649,1.435138308,1.464294798,0.01881,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Miconia affinis,,,5.301437513,5.6,3.8,5.9,4.15,1.8,0.337676253,4.122601899,4.460278151,1.212493351,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga cocleensis,,,5.372123346,5.6,4.4,6.3,4.5,1.2,0.414679869,5.613537513,6.028217382,2.187416025,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania scrobiculata,,,0.094247778,1.6,1.5,1,0.65,0.1,0.0094545,0.044748005,0.054202505,0,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania scrobiculata,,,0.950331762,2.7,2.5,1.95,1.7,0.2,0.0483615,0.287445963,0.335807463,0,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Conostegia xalapensis,,,8.765043354,6.1,3.6,7,5,2.5,0.343793798,6.047423345,6.391217143,2.007933949,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Conostegia xalapensis,,,1.021017595,2.9,2.3,3.2,1.65,0.6,0.05736753,0.294087816,0.351455346,0.05994153,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania scrobiculata,,,4.7123889,9,4.6,7.9,6.7,4.4,0.961946317,11.85124243,12.81318875,2.772937932,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,5.18362779,8.5,5,8.4,7.1,3.5,0.398793044,4.919419188,5.318212231,1.064102845,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Casearia sylvestris,,,0.502654816,2.6,2.3,2.75,1,0.3,0.02668149,0.132057252,0.158738742,0,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Casearia sylvestris,,,5.105087975,5.6,5.1,3.05,2.3,0.5,0.1278585,1.014524368,1.142382868,0.1582515,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Casearia sylvestris,,,14.39634809,7.4,4.2,6.7,4.6,3.2,0.676475274,4.107668695,4.784143969,0.618430405,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Ryania speciosa,,,2.269800654,6.2,3.4,4.55,2.9,2.8,0.294884626,1.709938033,2.004822658,0.146975256,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Lacistema aggregatum,,,2.686061673,4,1.9,4.1,2.85,2.1,0.122687447,1.116105385,1.238792832,0.255617111,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Lacistema aggregatum,,,5.96902594,8.6,4.8,6.8,5.6,3.8,0.325796298,6.972360341,7.29815664,1.245639607,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Lacistema aggregatum,,,4.39822964,6,3.5,4.85,3.8,2.5,0.23167765,2.71482391,2.94650156,0.630229407,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Banara guianensis,,,9.597565393,10.6,9.5,8.5,6.9,1.1,0.486328606,13.0029127,13.48924131,1.653445673,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,7.476990388,10.6,6.2,8.7,8.9,4.4,0.816383979,10.01042971,10.82681369,2.64840187,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga thibaudiana,,,17.86780791,10.4,7.2,11.6,9.4,3.2,1.946387681,26.86856598,28.81495366,6.38831599,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga thibaudiana,,,5.521348995,6.1,3.9,6,4.9,2.2,0.311867196,4.028667779,4.340534974,0.37377979,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cochlospermum vitifolium,,,1.123119355,5.7,5.7,6.2,4.5,0,0.00796653,2.778174764,2.786141294,0.00297,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,1.633628152,3.1,1.9,2.3,1.5,1.2,0.0210375,0.156211415,0.177248915,0.014355,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Annona spraguei,,,7.744025759,9.75,7.6,6.7,5.3,2.15,0.161856113,3.749647962,3.911504075,0.21815442,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania cinerea,,,15.89645856,9.8,5.3,13.3,11.5,4.5,6.053201141,30.95108592,37.00428706,12.71262293,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania cinerea,,,5.419247235,8.6,7,7.9,6.5,1.6,1.375394665,9.320987893,10.69638256,1.894875665,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania cinerea,,,0.78539815,4.8,1.6,2.4,1.95,3.2,0.05858523,0.701404514,0.759989744,0.022176,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania cinerea,,,8.729700437,9.3,7.2,9.1,7.2,2.1,2.024134458,11.2321281,13.25626256,2.552967486,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania cinerea,,,1.865320606,8.4,7.3,3.7,3.4,1.1,0.296659487,2.380496066,2.677155553,0.163952415,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cordia bicolor,,,5.075635544,5.4,5,18.2,13.3,0.4,1.232688358,25.24429579,26.47698415,1.711924529,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga thibaudiana,,,21.9911482,11.75,10.25,19.1,15,1.5,2.836709141,75.44342977,78.28013891,22.81897302,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,21.42566153,10.4,5.3,20.1,16.6,5.1,3.366144702,29.74836001,33.11450471,8.418757588,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Ryania speciosa,,,6.157521496,5.5,4.4,5.2,3.7,1.1,0.172069653,2.116379401,2.288449053,0.200712734,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Ryania speciosa,,,1.531526393,3,2.5,2.1,1.6,0.5,0.041881455,0.324496755,0.36637821,0.0320067,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Ryania speciosa,,,3.76991112,5.5,4.6,5.8,3.8,0.9,0.226753017,2.505435502,2.732188518,0.218184496,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Ryania speciosa,,,1.908517505,4.2,2.8,4.2,2.1,1.4,0.106424494,1.043436055,1.149860549,0.0836451,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,37.98185453,10.4,7.8,15.7,13.4,2.6,0.52220007,18.54736617,19.06956624,7.533301197,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Thevetia ahouai,,,0.981747688,3.6,2.3,2.8,1.95,1.3,0.032453029,0.31267174,0.345124769,0.0355113,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Annona spraguei,,,25.52543988,13.5,9.8,13,9.5,3.7,1.03267976,27.01313205,28.04581181,6.535382908,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga thibaudiana,,,56.30519337,14.4,7.2,18.7,14.5,7.2,5.649066676,88.91279279,94.56185947,32.81187982,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga thibaudiana,,,10.68141484,11.1,4.6,9.9,7.9,6.5,2.3566761,19.5839802,21.9406563,4.416429448,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Terminalia amazonia,,,9.079202614,10.4,5,13.1,9.7,5.4,4.484592083,28.55791153,33.04250361,9.365605821,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Conostegia xalapensis,,,2.120575005,4.5,3.1,4.85,2.75,1.4,0.093757455,1.35318741,1.446944865,0.157872429,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Thevetia ahouai,,,3.1415926,7,5.6,4.4,3.5,1.4,0.065741023,1.563038268,1.628779291,0.219020967,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Xylopia frutescens,,,15.50375948,15.8,15.1,16.7,12.9,0.7,2.925096083,81.68624729,84.61134337,6.391011018,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Byrsonima crassifolia,,,9.676105208,13.8,7.6,14.6,11.7,6.2,3.27711444,36.24639302,39.52350746,10.97156901,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Miconia argentea,,,21.16648014,12,10.7,13.4,10.8,1.3,2.50528119,38.27918874,40.78446993,7.337893865,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Terminalia amazonia,,,5.65486668,6.1,4.2,6.7,4.9,1.9,0.800829153,5.099193363,5.900022516,1.260363335,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Vismia macrophylla,,,11.38827318,11.6,7.6,12.2,9.2,4,1.655866262,21.12730849,22.78317475,3.210977912,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Vismia baccifera,,,13.50884818,7.7,6.9,10.5,9.3,0.8,0.726763128,18.12006162,18.84682475,2.872994228,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Schefflera morototoni,,,25.1327408,15.5,13.9,26.8,21,1.6,8.095371869,115.2602449,123.3556168,19.02493124,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cordia bicolor,,,18.52361537,15.3,13.1,19.2,17,2.2,2.951994049,69.41819666,72.3701907,5.848376565,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cordia bicolor,,,8.682576548,12.8,12.4,11.3,10,0.4,0.567228971,20.93353184,21.50076081,0.699789292,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga cocleensis,,,11.19192364,6.8,2.5,10,7.1,4.3,1.244318883,12.75726482,14.0015837,3.105272573,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga thibaudiana,,,80.75463778,13.2,7.5,25.8,20.6,5.7,12.32022822,221.1075284,233.4277566,149.4657935,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Annona spraguei,,,56.18738365,16,8.4,21.8,17,7.6,5.913253288,133.8542559,139.7675092,46.30275985,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Pachira sessilis,,,11.27046345,8.4,4.9,12.5,11.3,3.5,1.598587203,16.5407046,18.13929181,3.482700635,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Terminalia amazonia,,,12.0165917,12.2,8.3,13.2,9.9,3.9,1.862517934,26.64139932,28.50391725,2.00926774,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,17.81283004,13.7,9,20.5,17.2,4.7,0.402768101,24.94152073,25.34428883,4.856294899,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Annona spraguei,,,28.58849266,17.1,12.3,17.5,17,4.8,5.125613587,63.87910105,69.00471464,13.84130258,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Byrsonima crassifolia,,,50.45397716,8.1,3,23,20.3,5.1,21.35193194,137.0946633,158.4465952,91.37021379,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Annona spraguei,,,28.20364757,15.9,14.1,22.3,22.1,1.8,3.036128927,122.1074708,125.1435997,28.10791517,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cochlospermum vitifolium,,,9.471901689,19.5,15.9,12.5,20.2,3.6,0.909952154,33.9278999,34.83785205,0.335043457,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Annona spraguei,,,16.8546443,9.8,8,5,6,1.8,0.194251169,3.219486166,3.413737335,0.050268316,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Schefflera morototoni,,,8.521569928,13.4,12.5,12.5,14.6,0.9,2.762599881,26.37712324,29.13972312,0,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Trichospermum galeottii,,,23.48340469,15.2,12.6,15.4,17,2.6,1.428703215,53.96775891,55.39646212,3.648024427,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Schefflera morototoni,,,18.03274152,16,13.4,17.4,20.9,2.6,6.193828395,73.61818544,79.81201384,2.839319162,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Trichospermum galeottii,,,21.95187829,10.8,6.9,16.5,18.1,3.9,1.525310178,31.61007814,33.13538832,5.33698356,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Pachira sessilis,,,36.69380157,17.2,10.8,21.4,29,6.4,3.862416254,157.1256666,160.9880828,39.27008749,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Vernonanthura patens,,,3.87201288,5.8,3.9,5.4,7.3,1.9,0.158039989,3.953121563,4.111161551,0.197507117,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Vernonanthura patens,,,6.12610557,5.9,3.6,5.4,6.6,2.3,0.11699563,2.80559822,2.92259385,0.214646116,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Schefflera morototoni,,,36.24612462,13.3,8.8,27,21.5,4.5,15.6080012,124.7614704,140.3694716,42.98431146,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Pachira sessilis,,,32.23274008,15.1,10.7,25.5,22.4,4.4,4.107026946,132.949972,137.056999,26.43844001,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Banara guianensis,,,9.801768912,12,6.2,13.4,10,5.8,0.94213753,25.71201436,26.65415189,4.1920748,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Cupania cinerea,,,32.1384923,14.7,10.8,18,15.4,3.9,6.226330517,84.96477773,91.19110824,21.00652557,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Banara guianensis,,,27.09623618,14.7,9.8,14,16.5,4.9,1.630697604,64.24848284,65.87918045,21.7177409,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Vernonanthura patens,,,6.534512608,5.4,3,6,5,2.4,0.377169864,2.99985604,3.377025904,1.29867797,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Casearia sylvestris,,,28.1486697,14.34,8.1,16,14.3,6.24,5.184970545,89.5670246,94.75199514,41.60316729,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga thibaudiana,,,48.72610123,13,8.1,18.2,15.1,4.9,2.797791143,60.92189899,63.71969013,37.75149341,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Vismia macrophylla,,,84.03760205,20.8,11.7,32,24.5,9.1,10.9055098,231.5190102,242.42452,54.99386495,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Byrsonima crassifolia,,,37.19645638,9,4.3,23.6,20,4.7,1.734492992,124.1296481,125.8641411,43.03064877,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Miconia argentea,,,55.72399874,10.1,5.9,22.8,20,4.2,7.883306683,127.2638257,135.1471324,63.68453419,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Annona spraguei,,,65.00740488,17.7,9.1,29.5,26.5,8.6,8.864548363,214.780835,223.6453833,62.89285705,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Pachira sessilis,,,23.72687811,5.4,2.8,16.3,15.2,2.6,2.083597376,26.51313614,28.59673351,9.097678145,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,33.67787267,18.8,14.3,26,24.3,4.5,2.652277533,86.94417138,89.59644892,10.80088114,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Apeiba tibourbou,,,20.38893597,17.35,11.75,25.6,22.9,5.6,2.413416325,50.37605026,52.78946659,10.29001161,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga thibaudiana,,,91.98583133,16.6,11.9,22.9,20.1,4.7,5.540376951,147.9412305,153.4816075,58.06066171,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Casearia sylvestris,,,19.93340505,9.7,3.3,11.9,9.6,6.4,2.95941296,31.65437848,34.61379144,15.35662955,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Trema micrantha,,,42.33296029,12.1,8.95,22.7,18.6,3.15,4.75074789,95.42152039,100.1722683,25.525966,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Trema micrantha,,,7.304202795,17.45,15.95,13.1,11.9,1.5,0.162300782,28.9617609,29.12406168,0.27132242,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Casearia sylvestris,,,14.19018108,14.15,6.9,18.2,15.1,7.25,2.047638712,85.18379208,87.23143079,25.37835156,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Thevetia ahouai,,,11.04269799,7.45,2.6,13.5,11.9,4.85,0.80045594,20.07020091,20.87065685,11.80221955,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Lacistema aggregatum,,,23.32632506,7.95,2.8,12.4,11.5,5.15,1.723950414,30.82171079,32.5456612,16.86882515,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Trichospermum galeottii,,,25.32123636,19.9,12.3,33.5,25.9,7.6,5.307737861,161.0158635,166.3236014,28.2334241,FW
Breugel2011,Agua Salud,9,-79,TropSF,2700,26,early secondary forest,Inga cocleensis,,,63.17546369,13.85,3.2,29,25.8,10.65,14.87225458,317.3017403,332.1739949,168.8139754,FW
