"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Sado Experimental Forest of Niigata University-",38.2,138.4,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,NA,NA,0.68,NA,NA,69.5,NA,NA,NA,780.2,955.7,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Saito, M. (1981) Estimation of biomass of natural Cryptomeria stand in the Sado experimental forest [in Japanese with English abstract]. Bulletin of Niigata University Forest 14: 107-114.","Saito1981"
"Ishihara0000","Japan-Sado Experimental Forest of Niigata University-",38.2,138.4,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,0.48,NA,NA,87.4,NA,NA,NA,257.2,486.7,142.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Saito, M. (1981) Estimation of biomass of natural Cryptomeria stand in the Sado experimental forest [in Japanese with English abstract]. Bulletin of Niigata University Forest 14: 107-114.","Saito1981"
"Ishihara0000","Japan-Sado Experimental Forest of Niigata University-",38.2,138.4,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA,0.42,NA,NA,69.4,NA,NA,NA,266.2,400.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Saito, M. (1981) Estimation of biomass of natural Cryptomeria stand in the Sado experimental forest [in Japanese with English abstract]. Bulletin of Niigata University Forest 14: 107-114.","Saito1981"
"Ishihara0000","Japan-Sado Experimental Forest of Niigata University-",38.2,138.4,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,0.32,NA,NA,38.9,NA,NA,NA,223.2,299.3,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Saito, M. (1981) Estimation of biomass of natural Cryptomeria stand in the Sado experimental forest [in Japanese with English abstract]. Bulletin of Niigata University Forest 14: 107-114.","Saito1981"
"Ishihara0000","Japan-Sado Experimental Forest of Niigata University-",38.2,138.4,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,0.22,NA,NA,11.7,NA,NA,NA,76.5,93.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Saito, M. (1981) Estimation of biomass of natural Cryptomeria stand in the Sado experimental forest [in Japanese with English abstract]. Bulletin of Niigata University Forest 14: 107-114.","Saito1981"
