"reference"
"Lusk, Christopher H. “Leaf Area Accumulation Helps Juvenile Evergreen Trees Tolerate Shade in a Temperate Rainforest.” Oecologia 132, no. 2 (July 1, 2002): 188–196. doi:10.2307/4223327/"
