"reference"
"O’Hara, Kevin L., and Narayanan I. Valappil. “Sapwood–leaf Area Prediction Equations for Multi-aged Ponderosa Pine Stands in Western Montana and Central Oregon.” Canadian Journal of Forest Research 25, no. 9 (September 1995): 1553–1557. doi:10.1139/x95-169."
