species,wood.type,collection.site,individual.number,sample,lf.A.m2,hydraulic.conductivity.Kg.m.Mpa-1.s-1,stem.d.mm,conduit.diameter.microns,conduit.diameter.stdev,conduit.frequency.mm-2,xylem.area.m2,sapwd.area.m2,height.m
Pseudotsuga menziesii,conifer,"Oregon, USA",1,LowerTrunk,1.53977118,4.40E-04,22.185,15.9378624,4.626130346,2438.747477,0.000207009,0.000207009,
Pseudotsuga menziesii,conifer,"Oregon, USA",2,branch 1,0.1413075,4.10E-06,4.61,8.819135685,3.266839235,4360.267578,0.000008962,0.000008962,
Pseudotsuga menziesii,conifer,"Oregon, USA",2,branch 2,0.114291,5.58E-06,5.43,10.18157518,3.833566125,3999.029053,0.000010823,0.000010823,
Pseudotsuga menziesii,conifer,"Oregon, USA",2,branch 3,0.0900135,3.69E-06,5.25,9.612387701,3.810205285,4775.974121,0.000008423,0.000008423,
Pseudotsuga menziesii,conifer,"Oregon, USA",2,branch 4,0.039093,1.83E-06,3.41,9.683942292,3.338353441,4292.492676,0.000003904,0.000003904,
Pseudotsuga menziesii,conifer,"Oregon, USA",2,branch 5,0.020169,6.55E-07,2.98,8.055858495,2.934318851,5804.500326,0.000001967,0.000001967,
Pseudotsuga menziesii,conifer,"Oregon, USA",2,LowerTrunk,2.859516,8.34E-05,28.06,13.99236087,6.108476007,2767.148519,0.000253966,0.000253966,
Pseudotsuga menziesii,conifer,"Oregon, USA",3,branch 1,0.04731,1.15E-06,3.89,7.86457634,3.349414292,5795.918132,0.000004903,0.000004903,
Pseudotsuga menziesii,conifer,"Oregon, USA",3,branch 2,0.087648,3.51E-06,4.94,9.131476402,2.776566237,4577.801188,0.000007637,0.000007637,
Pseudotsuga menziesii,conifer,"Oregon, USA",3,branch 3,0.0917565,2.74E-06,5.18,9.304039955,2.829678035,4041.549479,0.000011001,0.000011001,
Pseudotsuga menziesii,conifer,"Oregon, USA",3,branch 4,0.049551,1.94E-06,4.08,9.179110527,2.79814378,4167.050374,0.00000719,0.00000719,
Pseudotsuga menziesii,conifer,"Oregon, USA",3,branch 5,0.1114275,5.52E-06,5.28,10.09318924,3.596259539,4226.43457,0.000010441,0.000010441,
Pseudotsuga menziesii,conifer,"Oregon, USA",3,LowerTrunk,0.964377,5.80E-05,16.49,10.34379101,3.220719389,3776.758219,0.000160992,0.000160992,
Pseudotsuga menziesii,conifer,"Oregon, USA",4,branch 1,0.052041,2.30E-06,3.95,9.125123978,3.065466369,4659.125732,0.000005431,0.000005431,
Pseudotsuga menziesii,conifer,"Oregon, USA",4,branch 2,0.052539,3.20E-06,3.92,10.01582432,3.498005565,3876.02832,0.000006573,0.000006573,
Pseudotsuga menziesii,conifer,"Oregon, USA",4,branch 3,0.020916,6.49E-07,2.33,8.749955177,2.972333398,4775.356934,0.00000288,0.00000288,
Pseudotsuga menziesii,conifer,"Oregon, USA",4,branch 4,0.070218,4.76E-06,4.46,9.715605736,3.279256228,3878.565186,0.000008499,0.000008499,
Pseudotsuga menziesii,conifer,"Oregon, USA",4,branch 5,0.083913,4.65E-06,5.34,11.028862,4.083238073,3695.720703,0.000009388,0.000009388,
Pseudotsuga menziesii,conifer,"Oregon, USA",4,LowerTrunk,1.976829675,9.10E-05,24.54,13.58358097,4.716791109,2773.804199,0.000200779,0.000200779,
Tsuga heterophylla,conifer,"Oregon, USA",1,branch 1,0.09718632,1.66E-06,3.52,9.99832058,2.479996202,4346.1486,0.00000686,0.00000686,
Tsuga heterophylla,conifer,"Oregon, USA",1,branch 2,0.10518,2.07E-06,3.54,10.5593605,2.646722087,4104.630778,0.000007408,0.000007408,
Tsuga heterophylla,conifer,"Oregon, USA",1,branch 3,0.09718632,2.12E-06,3.42,9.78517437,2.713914998,4406.775391,0.000006837,0.000006837,
Tsuga heterophylla,conifer,"Oregon, USA",1,branch 4,0.07299492,1.67E-06,3.32,10.07398891,2.601505172,4262.643636,0.000005926,0.000005926,
Tsuga heterophylla,conifer,"Oregon, USA",1,branch 5,0.08077824,8.10E-07,3.83,9.449584007,2.473940271,4945.880534,0.000007086,0.000007086,
Tsuga heterophylla,conifer,"Oregon, USA",1,LowerTrunk,5.526819834,3.73E-04,21.31,13.64709854,4.26990636,2844.800374,0.000267967,0.000267967,
Tsuga heterophylla,conifer,"Oregon, USA",2,branch 1,0.11759124,1.89E-06,3.77,9.64378643,2.404175263,4424.20638,0.000010322,0.000010322,
Tsuga heterophylla,conifer,"Oregon, USA",2,branch 2,0.05532468,6.33E-07,3.05,9.64378643,2.283213564,4649.836751,0.000004706,0.000004706,
Tsuga heterophylla,conifer,"Oregon, USA",2,branch 3,0.13715472,1.37E-06,4.54,10.2774334,2.693349893,4488.964518,0.000011575,0.000011575,
Tsuga heterophylla,conifer,"Oregon, USA",2,branch 4,0.13126464,1.77E-06,4.36,10.63790989,2.837886461,4564.203776,0.000010803,0.000010803,
Tsuga heterophylla,conifer,"Oregon, USA",2,branch 5,0.073626,3.14E-07,3.54,10.35319996,2.704678212,4673.423665,0.000007027,0.000007027,
Tsuga heterophylla,conifer,"Oregon, USA",2,LowerTrunk,2.30680776,3.32E-05,18.44,12.23783493,3.452740687,3594.525472,0.000194006,0.000194006,
Tsuga heterophylla,conifer,"Oregon, USA",3,branch 1,0.05195892,9.77E-07,2.98,9.130194664,2.269378893,5220.98291,0.000004205,0.000004205,
Tsuga heterophylla,conifer,"Oregon, USA",3,branch 2,0.06058368,1.25E-06,3.07,9.422031403,2.803866723,4901.104818,0.000004751,0.000004751,
Tsuga heterophylla,conifer,"Oregon, USA",3,branch 3,0.12158808,2.95E-06,5.13,10.06651402,2.912206517,4635.928223,0.000009345,0.000009345,
Tsuga heterophylla,conifer,"Oregon, USA",3,branch 4,0.07930572,1.38E-06,3.83,8.198689461,2.156127272,5823.897786,0.000008697,0.000008697,
Tsuga heterophylla,conifer,"Oregon, USA",3,branch 5,0.13442004,3.13E-06,4.31,9.820638657,3.01726851,4678.442383,0.000010994,0.000010994,
Tsuga heterophylla,conifer,"Oregon, USA",3,LowerTrunk,1.9479336,1.90E-04,20.04,12.2659502,3.885080116,3539.00765,0.00021987,0.00021987,
Tsuga heterophylla,conifer,"Oregon, USA",4,branch 1,0.10433856,3.54E-06,4.08,9.548862457,#REF!,5144.972656,0.000008816,0.000008816,
Tsuga heterophylla,conifer,"Oregon, USA",4,branch 2,0.06773592,8.89E-07,3.15,8.138705254,2.060984286,6198.417318,0.000006378,0.000006378,
Tsuga heterophylla,conifer,"Oregon, USA",4,branch 3,0.11653944,4.15E-06,4.87,10.54022598,2.91285125,4324.537272,0.000009948,0.000009948,
Tsuga heterophylla,conifer,"Oregon, USA",4,branch 4,0.09950028,2.94E-06,3.84,8.351126671,2.58842147,5736.534993,0.000008652,0.000008652,
Tsuga heterophylla,conifer,"Oregon, USA",4,branch 5,0.11843268,3.31E-06,4.04,10.26723766,2.856227345,4698.429688,0.000009637,0.000009637,
Tsuga heterophylla,conifer,"Oregon, USA",4,LowerTrunk,2.96544492,3.00E-04,21.36,13.98531055,3.871235418,2744.494792,0.000297806,0.000297806,
Thuja plicata,conifer,"Oregon, USA",1,branch 1,0.05642,2.84E-06,4.59,12.48046112,4.215462004,3821.912598,0.000009624,0.000009624,
Thuja plicata,conifer,"Oregon, USA",1,branch 2,0.03731,1.87E-06,3.82,11.60386658,4.389913034,4197.6014,0.000006816,0.000006816,
Thuja plicata,conifer,"Oregon, USA",1,branch 3,0.032123,1.46E-06,4.12,11.27177429,3.207996224,4186.045736,0.000006698,0.000006698,
Thuja plicata,conifer,"Oregon, USA",1,branch 4,0.033033,6.08E-07,3.51,10.55531502,3.195497683,4479.984212,0.0000058,0.0000058,
Thuja plicata,conifer,"Oregon, USA",1,branch 5,0.030394,1.15E-06,3.89,10.41387367,3.330405723,4463.24528,0.000006105,0.000006105,
Thuja plicata,conifer,"Oregon, USA",1,LowerTrunk,1.182363,8.96E-05,20.99,13.8404808,5.38467833,2801.608724,0.000241857,0.000241857,
Thuja plicata,conifer,"Oregon, USA",2,branch 1,0.035308,1.86E-06,3.39,10.62611866,3.247944669,4537.273926,0.000005469,0.000005469,
Thuja plicata,conifer,"Oregon, USA",2,branch 2,0.040222,1.13E-06,3.8,10.29519749,2.49894677,4430.345378,0.000005977,0.000005977,
Thuja plicata,conifer,"Oregon, USA",2,branch 3,0.035308,1.57E-06,3.5,10.42856407,3.391986619,4356.878418,0.000007291,0.000007291,
Thuja plicata,conifer,"Oregon, USA",2,branch 4,0.015925,1.96E-07,2.65,10.05646038,2.264471336,4474.450033,0.000003401,0.000003401,
Thuja plicata,conifer,"Oregon, USA",2,branch 5,0.01638,3.00E-07,2.74,9.948150635,2.379331774,4731.964193,0.000003446,0.000003446,
Thuja plicata,conifer,"Oregon, USA",2,LowerTrunk,0.897078,3.79E-05,17.62,14.01625824,4.487136495,2933.245199,0.000129321,0.000129321,
Thuja plicata,conifer,"Oregon, USA",3,branch 1,0.017563,1.42E-06,3.48,10.50182915,2.810865799,4443.197754,0.000005251,0.000005251,
Thuja plicata,conifer,"Oregon, USA",3,branch 2,0.019292,6.21E-07,3.1,9.557982445,2.667888277,4622.322103,0.000003416,0.000003416,
Thuja plicata,conifer,"Oregon, USA",3,branch 3,0.031577,1.24E-06,3.35,11.02896023,2.442992454,4296.053223,0.000004905,0.000004905,
Thuja plicata,conifer,"Oregon, USA",3,branch 4,0.020839,7.32E-07,3.05,10.05321884,2.395364223,4386.132813,0.000003537,0.000003537,
Thuja plicata,conifer,"Oregon, USA",3,branch 5,0.036127,1.45E-06,3.87,12.03858471,3.095251961,3803.929688,0.000006668,0.000006668,
Thuja plicata,conifer,"Oregon, USA",3,LowerTrunk,1.199562,4.85E-05,18.36,13.35854626,4.783038733,3037.637695,0.000264776,0.000264776,
Thuja plicata,conifer,"Oregon, USA",4,branch 1,0.012467,5.75E-08,2.19,9.543291092,2.860712682,4762.149902,0.000001794,0.000001794,
Thuja plicata,conifer,"Oregon, USA",4,branch 2,0.018291,3.51E-07,2.86,9.759064674,2.344134092,4697.484863,0.000003198,0.000003198,
Thuja plicata,conifer,"Oregon, USA",4,branch 3,0.015743,6.45E-08,3.05,9.400000572,2.420495156,4900.602214,0.000003192,0.000003192,
Thuja plicata,conifer,"Oregon, USA",4,branch 4,0.011557,3.06E-08,2.08,8.307425499,2.026690458,5364.099609,0.000001961,0.000001961,
Thuja plicata,conifer,"Oregon, USA",4,branch 5,0.02184,2.54E-07,2.66,10.34713268,3.111795664,4787.13265,0.000003981,0.000003981,
Thuja plicata,conifer,"Oregon, USA",4,LowerTrunk,0.677495,1.81E-05,16.13,12.69390392,4.276401931,3107.678874,0.000161222,0.000161222,
Pinus ponderosa,conifer,"Oregon, USA",1,branch 1,0.00951352,9.80E-07,2.38,5.557889462,1.76046154,6177.768066,0.000003072,0.000003072,
Pinus ponderosa,conifer,"Oregon, USA",1,branch 2,0.01885248,1.77E-07,3.44,5.305553913,1.761308212,6821.934326,0.000004,0.000004,
Pinus ponderosa,conifer,"Oregon, USA",1,branch 3,0.00445128,2.56E-08,2.32,5.042213917,1.693192285,6345.740723,0.00000159,0.00000159,
Pinus ponderosa,conifer,"Oregon, USA",1,branch 4,0.01160824,3.13E-07,2.6,4.966890812,1.707039473,6667.765137,0.000003375,0.000003375,
Pinus ponderosa,conifer,"Oregon, USA",1,branch 5,0.02120904,4.06E-07,3.66,5.758826256,1.824736041,6335.431152,0.000004791,0.000004791,
Pinus ponderosa,conifer,"Oregon, USA",1,LowerTrunk,0.20519528,2.80E-05,15.06,7.249741554,2.433612743,4317.103027,8.53E-05,8.53E-05,0.62
Pinus ponderosa,conifer,"Oregon, USA",1,upper trunk,0.20519528,3.92E-05,13.96,,,,0.000107803,0.000107803,
Pinus ponderosa,conifer,"Oregon, USA",2,branch 1,0.00898984,5.73E-07,2.89,5.804777622,1.774876752,6272.439453,0.000002464,0.000002464,
Pinus ponderosa,conifer,"Oregon, USA",2,branch 2,0.0034912,1.66E-07,2.1,5.750844479,1.492242496,7144.770996,0.000000891,0.000000891,
Pinus ponderosa,conifer,"Oregon, USA",2,branch 3,0.01457576,9.46E-07,3.12,5.922261238,1.88244291,6732.501465,0.000003697,0.000003697,
Pinus ponderosa,conifer,"Oregon, USA",2,branch 4,0.00968808,5.28E-07,3.5,6.166546345,1.81413349,5831.025879,0.000001991,0.000001991,
Pinus ponderosa,conifer,"Oregon, USA",2,branch 5,,,3.05,,,,,,
Pinus ponderosa,conifer,"Oregon, USA",2,upper trunk,0.1204464,1.43E-05,11.63,6.486994267,2.102349123,8816.066744,4.49E-05,4.49E-05,
Pinus ponderosa,conifer,"Oregon, USA",2,LowerTrunk,0.1204464,1.80E-05,9.24,6.338982582,2.138008096,5157.412598,4.83E-05,4.83E-05,0.598
Pinus ponderosa,conifer,"Oregon, USA",3,branch 1,0.01248104,6.36E-07,4.07,5.756536484,1.324945903,7138.999023,0.000002571,0.000002571,
Pinus ponderosa,conifer,"Oregon, USA",3,branch 2,0.02888968,1.04E-06,4.99,7.276338577,1.883950787,4913.497559,0.000005452,0.000005452,
Pinus ponderosa,conifer,"Oregon, USA",3,branch 3,0.01187008,6.01E-07,3.52,6.123436451,1.573682693,7494.357422,0.000002741,0.000002741,
Pinus ponderosa,conifer,"Oregon, USA",3,branch 4,0.00096008,,2.3,4.80693531,1.162604581,11126.39453,0.000000326,0.000000326,
Pinus ponderosa,conifer,"Oregon, USA",3,branch 5,0.00453856,5.37E-08,2.46,5.749274731,1.714067079,8740.754883,0.000000948,0.000000948,
Pinus ponderosa,conifer,"Oregon, USA",3,upper trunk,0.21409784,1.90E-05,10.55,7.43363905,2.317438358,4669.624023,5.05E-05,5.05E-05,
Pinus ponderosa,conifer,"Oregon, USA",3,LowerTrunk,0.21409784,1.50E-05,12.82,7.420275688,1.888772194,4627.538574,6.69E-05,6.69E-05,0.693
Pinus ponderosa,conifer,"Oregon, USA",4,branch 1,0.01204464,1.02E-06,3.54,,,,0.000003148,0.000003148,
Pinus ponderosa,conifer,"Oregon, USA",4,branch 2,0.00864072,4.71E-07,3.31,7.708974361,1.605935965,7949.963379,0.000002404,0.000002404,
Pinus ponderosa,conifer,"Oregon, USA",4,branch 3,0.01448848,9.27E-07,3.2,8.354125023,1.833692408,7307.715332,0.000004299,0.000004299,
Pinus ponderosa,conifer,"Oregon, USA",4,branch 4,0.00200744,3.04E-07,2.89,8.339174271,2.212270093,8056.834961,0.000001331,0.000001331,
Pinus ponderosa,conifer,"Oregon, USA",4,branch 5,0.01073544,5.68E-07,2.89,8.442493439,1.784317266,7032.732422,0.000002285,0.000002285,
Pinus ponderosa,conifer,"Oregon, USA",4,LowerTrunk,0.1675776,2.99E-05,12.04,9.444449425,2.655900975,4988.367676,5.49E-05,5.49E-05,0.64
Pinus ponderosa,conifer,"Oregon, USA",4,upper trunk,0.1675776,3.04E-05,11.37,,,,7.46E-05,7.46E-05,
Cordia alliodora,diffuse-porous,Panama,1,branch1,0.049618,9.18E-06,3.35,32.19412613,8.956408292,157.9841614,0.000004054,0.000004054,
Cordia alliodora,diffuse-porous,Panama,1,branch2,0.018676,8.05E-06,2.8,32.11880875,8.822037139,201.2911174,2.66E-06,2.66E-06,
Cordia alliodora,diffuse-porous,Panama,1,branch3,0.018619,9.99E-06,2.85,32.29278564,7.664169564,134.6534576,0.000003775,0.000003775,
Cordia alliodora,diffuse-porous,Panama,1,branch4,0.053621,6.29E-06,2.8,32.30374908,7.474312963,182.2160695,0.00000314,0.00000314,
Cordia alliodora,diffuse-porous,Panama,1,LowerTrunk,0.140534,8.00E-05,7.25,44.42712402,8.845900094,53.36962128,0.000026079,0.000026079,0.5
Cordia alliodora,diffuse-porous,Panama,2,branch8,0.038977,,3.15,15.88559055,4.699810267,7.33E+02,4.07E-06,4.07E-06,
Cordia alliodora,diffuse-porous,Panama,2,branch13,0.012792,,2.45,15.62445354,4.557048799,9.51E+02,2.06E-06,2.06E-06,
Cordia alliodora,diffuse-porous,Panama,2,branch19,0.047032,,2.6,15.41776276,4.75757969,7.41E+02,2.45E-06,2.45E-06,
Cordia alliodora,diffuse-porous,Panama,2,branch27,0.270296,,6.5,26.30690956,7.108092882,1.60E+02,2.04E-05,2.04E-05,
Cordia alliodora,diffuse-porous,Panama,2,branch28,0.191389,,3.9,21.04706383,7.952207701,3.19E+02,6.97E-06,6.97E-06,
Cordia alliodora,diffuse-porous,Panama,2,LowerTrunk,1.579166,6.30E-04,23.85,58.06302046,5.838424457,18.51080212,0.000339564,0.000339564,2.5
Cordia alliodora,diffuse-porous,Panama,3,branch1,0.068497,8.67E-06,3.75,33.02206421,8.946352921,1.38E+02,4.60E-06,4.60E-06,
Cordia alliodora,diffuse-porous,Panama,3,branch3,0.091837,3.74E-05,4.05,34.85893631,8.977092332,9.91E+01,6.96E-06,6.96E-06,
Cordia alliodora,diffuse-porous,Panama,3,branch6,,4.85E-05,5.01,42.94399643,12.89330163,7.93E+01,1.07E-05,1.07E-05,
Cordia alliodora,diffuse-porous,Panama,3,branch9,,8.58E-06,3.28,35.50799942,7.362024122,1.46E+02,2.94E-06,2.94E-06,
Cordia alliodora,diffuse-porous,Panama,3,branch13,0.064229,1.42E-05,3.7,38.42285538,8.758409244,1.01E+02,4.11E-06,4.11E-06,
Cordia alliodora,diffuse-porous,Panama,3,LowerTrunk,0.112607,2.12E-04,15.6,50.38908768,9.345086549,2.54E+01,0.000123583,0.000123583,1.58
Cordia alliodora,diffuse-porous,Panama,4,branch1,0.022732,,2.225,19.23792458,4.25786009,313.4278717,0.000000836,0.000000836,
Cordia alliodora,diffuse-porous,Panama,4,branch2,0.018044,,1.8,20.63655663,4.911262137,349.7624207,0.000000751,0.000000751,
Cordia alliodora,diffuse-porous,Panama,4,branch3,0.022873,,2.6,22.21936989,5.628744815,288.1901703,0.000000871,0.000000871,
Cordia alliodora,diffuse-porous,Panama,4,branch4,0.032882,7.94E-07,2.4,25.1322155,6.216684905,256.838932,0.000001308,0.000001308,
Cordia alliodora,diffuse-porous,Panama,4,branch5,0.040333,3.13E-06,2.65,24.22311592,7.578295682,226.5741119,0.000002018,0.000002018,
Cordia alliodora,diffuse-porous,Panama,4,LowerTrunk,0.273231,2.00E-05,10.45,33.19989777,8.882034936,35.94841957,4.92E-05,4.92E-05,0.803
Anacardium excelsum,diffuse-porous,Panama,1,LowerTrunk,1.457878,5.19E-04,24.6,52.06820102,17.72763844,33.05644099,0.000431439,0.000431439,1.66
Anacardium excelsum,diffuse-porous,Panama,1,branch3,,6.72E-05,7.53,52.35143764,12.63685144,41.36705462,0.000035569,0.000035569,
Anacardium excelsum,diffuse-porous,Panama,1,branch4,0.128989,1.66E-05,6.15,49.44526947,13.55144329,38.35977999,0.000018007,0.000018007,
Anacardium excelsum,diffuse-porous,Panama,1,branch5,0.387867,1.32E-04,13.32,51.69443498,17.75353455,28.70768611,8.05E-05,8.05E-05,
Anacardium excelsum,diffuse-porous,Panama,1,branch6,0.301495,6.19E-05,7.91,59.98194856,20.18991007,29.19410133,0.00003228,0.00003228,
Anacardium excelsum,diffuse-porous,Panama,1,branch7,0.442729,1.28E-04,11.8,56.50014864,22.32652169,35.33645185,0.00005355,0.00005355,
Anacardium excelsum,diffuse-porous,Panama,2,LowerTrunk,0.963639,4.62E-04,21.15,62.03653422,17.83347472,15.32606459,0.000403833,0.000403833,2.51
Anacardium excelsum,diffuse-porous,Panama,2,branch1,0.029879,1.50E-05,6.66,51.72848977,19.74775456,59.89408366,0.00001364,0.00001364,
Anacardium excelsum,diffuse-porous,Panama,2,branch3,0.157062,2.11E-05,7.55,49.1100301,15.61018339,47.0188357,0.000023044,0.000023044,
Anacardium excelsum,diffuse-porous,Panama,2,branch7,0.085611,1.07E-05,5.6,44.40562685,17.18730959,70.90304456,0.000006896,0.000006896,
Anacardium excelsum,diffuse-porous,Panama,2,branch9,0.020621,1.44E-06,4.4,35.14470436,13.50910165,113.9712404,0.000002857,0.000002857,
Anacardium excelsum,diffuse-porous,Panama,2,branch12,0.186454,1.03E-04,7.6,51.00468795,19.77609279,35.74408849,0.000032393,0.000032393,
Anacardium excelsum,diffuse-porous,Panama,3,LowerTrunk,0.398976,7.65E-05,18.5,47.2035114,14.27319572,23.45234998,0.00026282,0.00026282,1.3
Anacardium excelsum,diffuse-porous,Panama,3,branch1,0.021375,2.32E-06,4.4,43.11735897,15.38496559,58.84240723,0.000009069,0.000009069,
Anacardium excelsum,diffuse-porous,Panama,3,branch2,0.177692,2.13E-05,6.69,44.73758342,18.22417674,57.01523209,0.000015508,0.000015508,
Anacardium excelsum,diffuse-porous,Panama,3,branch3,0.199909,5.11E-05,7.65,54.84229169,18.81563275,35.88438988,0.000022099,0.000022099,
Anacardium excelsum,diffuse-porous,Panama,4,LowerTrunk,0.710482,6.90E-05,20.05,50.74351872,15.73689383,20.59965324,0.000312431,0.000312431,1.52
Anacardium excelsum,diffuse-porous,Panama,4,branch2,0.057463,1.07E-06,5.15,33.57993256,10.57229483,88.77853902,0.000006277,0.000006277,
Anacardium excelsum,diffuse-porous,Panama,4,branch5,0.120051,1.28E-05,6.6,49.45385157,13.14399669,42.84774653,0.000011767,0.000011767,
Anacardium excelsum,diffuse-porous,Panama,4,branch6,0.053076,3.93E-06,4.66,33.38771304,12.31827952,87.51953506,0.000005194,0.000005194,
Anacardium excelsum,diffuse-porous,Panama,4,branch7,0.398651,3.39E-05,9.15,43.65397187,13.17122742,53.20725886,0.000033837,0.000033837,
Ficus insipida,diffuse-porous,Panama,1,branch2,0.044199,7.50E-05,13.35,55.12891006,18.91634191,44.80892944,0.000115063,0.000115063,
Ficus insipida,diffuse-porous,Panama,1,branch3,0.037803,1.58E-05,8.34,40.82592392,10.86669168,121.367185,4.30E-05,4.30E-05,
Ficus insipida,diffuse-porous,Panama,1,branch4,0.347257,9.70E-06,6.65,44.95043564,12.07736339,37.74458059,2.84E-05,2.84E-05,
Ficus insipida,diffuse-porous,Panama,1,branch6,0.466632,5.42E-05,10.15,56.10821533,18.41322938,100.7977295,7.34E-05,7.34E-05,
Ficus insipida,diffuse-porous,Panama,1,branch7,0.328044,1.08E-04,11.8,61.56651688,19.13930566,23.29577192,0.000103633,0.000103633,
Ficus insipida,diffuse-porous,Panama,1,LowerTrunk,2.144678,3.10E-03,25.4,97.49494171,21.13472825,11.61858273,0.000462529,0.000462529,3.4
Ficus insipida,diffuse-porous,Panama,2,branch1,0.468434,8.28E-05,7.2,66.11925507,20.94974343,34.20564651,4.59E-05,4.59E-05,
Ficus insipida,diffuse-porous,Panama,2,branch2,0.3119,2.13E-04,8.25,75.27747345,24.21219074,28.49667295,8.57E-05,8.57E-05,
Ficus insipida,diffuse-porous,Panama,2,branch3,0.193223,6.69E-06,11.1,77.56721497,21.39013068,26.94177691,7.21E-05,7.21E-05,
Ficus insipida,diffuse-porous,Panama,2,branch4,,9.61E-06,11.1,52.25551987,14.70737558,57.99364217,3.05E-05,3.05E-05,
Ficus insipida,diffuse-porous,Panama,2,LowerTrunk,1.130892,2.70E-03,24.95,99.19521332,29.61550209,10.34566307,0.000409901,0.000409901,4.1
Ficus insipida,diffuse-porous,Panama,3,branch1,0.416678,3.45E-05,10.8,51.60480118,11.34194089,21.15248235,6.22E-05,6.22E-05,
Ficus insipida,diffuse-porous,Panama,3,branch2,0.294147,7.65E-05,9.65,57.5623436,16.69890855,36.63314056,6.51E-05,6.51E-05,
Ficus insipida,diffuse-porous,Panama,3,branch3,0.363667,3.41E-04,13.85,71.82643127,18.68151609,20.0312322,0.000140478,0.000140478,
Ficus insipida,diffuse-porous,Panama,3,branch4,0.256976,1.35E-04,11,61.90270615,16.72473463,22.20804342,8.49E-05,8.49E-05,
Ficus insipida,diffuse-porous,Panama,3,branch5,0.290445,1.17E-04,10.1,64.94326019,19.2395655,34.47509384,6.76E-05,6.76E-05,
Ficus insipida,diffuse-porous,Panama,3,LowerTrunk,1.621913,1.46E-03,24.98,85.1010437,27.05171761,11.49803575,0.000428435,0.000428435,2.48
Ficus insipida,diffuse-porous,Panama,5,branch1,0.128439,5.39E-05,6.69,57.23403931,15.38093193,28.72247171,3.52E-05,3.52E-05,
Ficus insipida,diffuse-porous,Panama,5,branch2,0.151532,1.40E-06,8.64,44.68762207,13.93534492,121.0267995,4.61E-05,4.61E-05,
Ficus insipida,diffuse-porous,Panama,5,branch4,0.316151,1.45E-06,9,53.26534653,11.64202901,70.17460505,5.24E-05,5.24E-05,
Ficus insipida,diffuse-porous,Panama,5,branch5,0.129905,2.45E-06,8.9,56.817276,10.52538349,49.56200918,5.88E-05,5.88E-05,
Ficus insipida,diffuse-porous,Panama,5,branch6,0.100397,2.66E-06,8.95,42.38599014,10.87577299,104.3396428,5.29E-05,5.29E-05,
Ficus insipida,diffuse-porous,Panama,5,LowerTrunk,0.937315,2.53E-03,25,103.303093,23.5189984,6.497993787,0.000450385,0.000450385,4.5
Luehea seemannii,diffuse-porous,Panama,1,branch1,0.09232,,5.14,41.74050014,12.43886747,51.80251694,0.000008805,0.000008805,
Luehea seemannii,diffuse-porous,Panama,1,branch2,0.184511,1.27E-06,7.32,56.69347763,13.86097878,30.68483734,1.59E-05,1.59E-05,
Luehea seemannii,diffuse-porous,Panama,1, branch4,0.028525,,5.45,25.67823601,7.51913245,280.2609253,0.000001621,0.000001621,
Luehea seemannii,diffuse-porous,Panama,1,branch5,0.247981,9.26E-06,7.24,52.17113876,17.43790438,36.89820862,0.000016207,0.000016207,
Luehea seemannii,diffuse-porous,Panama,1,LowerTrunk,0.568009,3.96E-04,27.5,74.28087616,22.45057822,13.59684086,0.00059219,0.00059219,4.05
Luehea seemannii,diffuse-porous,Panama,2,branch1,0.042208,,2.9,23.18579292,8.176237432,327.6767578,1.27E-06,1.27E-06,
Luehea seemannii,diffuse-porous,Panama,2,branch3,0.330939,3.08E-06,7.45,52.1375351,18.77069853,53.16479111,0.000013416,0.000013416,
Luehea seemannii,diffuse-porous,Panama,2,branch4,0.168962,3.40E-06,4,37.20035934,14.46890425,93.45168304,0.000006097,0.000006097,
Luehea seemannii,diffuse-porous,Panama,2,branch5,0.057058,,3.95,26.22415924,7.684945122,199.0588074,2.07E-06,2.07E-06,
Luehea seemannii,diffuse-porous,Panama,2,branch7,0.010587,,4.5,31.9105072,10.20698083,163.4876862,3.14E-06,3.14E-06,
Luehea seemannii,diffuse-porous,Panama,2,branch9,0.008347,2.06E-06,5.03,40.95108795,13.13606503,104.5006638,3.99E-06,3.99E-06,
Luehea seemannii,diffuse-porous,Panama,2,LowerTrunk,0.820635,2.49E-04,23.69,48.58458328,15.54705711,16.35024071,0.000428392,0.000428392,1.97
Luehea seemannii,diffuse-porous,Panama,3,branch2,0.040171,,4.3,28.13359833,11.32563729,131.5288391,2.33E-06,2.33E-06,
Luehea seemannii,diffuse-porous,Panama,3,branch8,0.071618,,5.2,27.92830467,14.31943091,191.4298553,3.30E-06,3.30E-06,
Luehea seemannii,diffuse-porous,Panama,3,branch11,0.021232,,3.1,22.02181816,8.446723087,327.6416931,1.01E-06,1.01E-06,
Luehea seemannii,diffuse-porous,Panama,3,branch10,0.026111,,3.4,25.75024986,9.871867272,62.37763214,1.57E-06,1.57E-06,
Luehea seemannii,diffuse-porous,Panama,3,LowerTrunk,0.269615,5.41E-05,15.95,40.33414841,12.4418177,32.85238647,0.000199022,0.000199022,1.84
Luehea seemannii,diffuse-porous,Panama,4,branch2,0.024596,,,24.04541016,6.588750726,304.3817444,1.60E-06,1.60E-06,
Luehea seemannii,diffuse-porous,Panama,4,branch3,0.025384,,,23.50260544,8.027826389,345.1522217,2.27E-06,2.27E-06,
Luehea seemannii,diffuse-porous,Panama,4,branch4,0.107599,1.86E-06,6.42,24.65255356,8.128292019,344.6758423,5.27E-06,5.27E-06,
