"reference"
"Mokany, Karel, Ross E. McMurtrie, Brian J. Atwell, and Heather Keith. “Interaction Between Sapwood and Foliage Area in Alpine Ash (Eucalyptus Delegatensis) Trees of Different Heights.” Tree Physiology 23, no. 14 (October 1, 2003): 949–958. doi:10.1093/treephys/23.14.949."
